-0.807332794670159,-0.407193823723486
-0.799946110686645,-0.400662424653691
-0.796712955805827,-0.396429094623428
-0.793580494655229,-0.393354393012739
-0.791067718691763,-0.391614927864872
-0.789285105681209,-0.389743543105093
-0.786791267904792,-0.387382804894371
-0.785618967965117,-0.385622429755164
-0.784368837733176,-0.384077639106919
-0.78313599205905,-0.382626539692987
-0.782126092029802,-0.381261970799711
-0.780750984594851,-0.380019450480588
-0.779758615800994,-0.378841665963069
-0.778954691357718,-0.377518835312435
-0.778110641044717,-0.376459105369932
-0.777230798353878,-0.375641191330753
-0.776289125702442,-0.3747119486962
-0.775391209331765,-0.373725668166156
-0.774459212266352,-0.372917699357871
-0.773555353518302,-0.37223010181852
-0.772855905234196,-0.3713081212351
-0.772066923534687,-0.370354138852891
-0.771371409371604,-0.36947433920103
-0.77051527439137,-0.368586159735977
-0.769609034145707,-0.367794638536957
-0.769021688847532,-0.367190276711506
-0.768204325928016,-0.366353027585717
-0.767384507075406,-0.365515684459445
-0.766599532641311,-0.36494987378924
-0.766083449269085,-0.36424804091774
-0.765446876137928,-0.363727441299685
-0.76498610201311,-0.362898913399622
-0.764524135692198,-0.362129535998228
-0.763914182631632,-0.361642728060378
-0.763310107303303,-0.361037201120012
-0.76284366502297,-0.360388059965619
-0.76205699715781,-0.359835994552812
-0.761475543927291,-0.359235880151274
-0.760907088493062,-0.358663900492951
-0.760362823802167,-0.357986370415365
-0.760002033246018,-0.357184871574937
-0.759552737795982,-0.356577861892694
-0.758948068772821,-0.356151075894562
-0.75836503916119,-0.355560469236064
-0.757898643310637,-0.355011987297727
-0.757480672990442,-0.354492391802759
-0.756939818661183,-0.353639906038026
-0.75648734493716,-0.353085425597681
-0.756154142339671,-0.352404740351093
-0.755650477267759,-0.351923626253426
-0.755203906744821,-0.351461356591156
-0.754507532698811,-0.351055073470398
-0.753891487789913,-0.350252703463112
-0.753191119107663,-0.349646207205315
-0.752613910744885,-0.348924143574494
-0.752126509937123,-0.348477609790036
-0.751518087769805,-0.347803288945835
-0.750910754827215,-0.347162229922706
-0.750357945721681,-0.346702841617087
-0.749673323268174,-0.345911556908987
-0.749212774540085,-0.345271556963895
-0.748634005336214,-0.344786203266879
-0.748158819807827,-0.344121102971213
-0.747451594707436,-0.343700366498204
-0.746879468943754,-0.343090026466169
-0.746357460809206,-0.342470554678307
-0.745733663255271,-0.341670647723498
-0.74509719066402,-0.340975140288102
-0.744491078786329,-0.340306607292899
-0.743715974471398,-0.339744648359357
-0.743146087465051,-0.339037609545144
-0.742421876483648,-0.338289234786988
-0.741738261752269,-0.337372086903887
-0.741180695543793,-0.336710570979899
-0.740436944921025,-0.336135633770788
-0.739624203899103,-0.335458712075332
-0.738837878945494,-0.334790222218994
-0.73831804740106,-0.33410501415445
-0.737601130134932,-0.33345749739861
-0.736807765557044,-0.332672360162204
-0.735917002440006,-0.331939985126407
-0.734996617150127,-0.330979180612118
-0.734090310198099,-0.330460410217344
-0.733319241702195,-0.329513610236164
-0.732397889355843,-0.328636613299977
-0.731751425221105,-0.327744519166756
-0.730623575221121,-0.326637662331005
-0.729462761328401,-0.32530422790142
-0.728147304523964,-0.323906367936348
-0.727128971410705,-0.322563267808835
-0.725969368034789,-0.321054293169856
-0.724284211019269,-0.319864263727403
-0.722202649436789,-0.318277297895656
-0.720647161007771,-0.316372616171956
-0.717842115130664,-0.314235123497926
-0.715542102908027,-0.31160196478486
-0.713296034459826,-0.308296755833743
-0.709644655828682,-0.304488250256273
-0.704210800327738,-0.299624227780184
